runid,step_no,w_budget,w_spent,c_budget,c_spent
16llhSENDqTh1pL,1,3270.000100135803,1661.2000501509756
16llhSENDqTh1pL,2,3112.2109363675117,1636.4103055119049
16llhSENDqTh1pL,3,2658.0410935655236,1603.0877124164253
16llhSENDqTh1pL,4,2169.5265886541456,1540.1756918486208
16llhSENDqTh1pL,5,1802.9508831314743,1508.9623579550534
16llhSENDqTh1pL,6,1603.941736106848,1424.9278913262242
16llhSENDqTh1pL,7,1526.3441176945344,1376.6667553437874
16llhSENDqTh1pL,8,1500.4766072174534,1360.7807701742277
16llhSENDqTh1pL,9,1480.0961098223925,1314.850125439465
16llhSENDqTh1pL,10,1468.4590785168111,1311.9996858350933
16llhSENDqTh1pL,11,1452.6923536416143,1312.5371866319329
16llhSENDqTh1pL,12,1634.3870798619464,1435.8107001204044
16llhSENDqTh1pL,13,1653.8489979659207,1470.661041450221
16llhSENDqTh1pL,14,1602.2436891468242,1450.6446826430038
16llhSENDqTh1pL,15,1478.1774127306417,1364.7071553217247
16llhSENDqTh1pL,16,1376.936180987861,1302.3145395196043
16llhSENDqTh1pL,17,1284.9608704019338,1211.8664260078222
16llhSENDqTh1pL,18,1224.1381058887928,1147.385394999932
16llhSENDqTh1pL,19,1157.7137460466474,1084.0904778447002
16llhSENDqTh1pL,20,1086.7093049285468,1018.8636075479444
16llhSENDqTh1pL,21,1020.8308206573129,952.5738485604525
16llhSENDqTh1pL,22,957.5576658323407,894.9511425476521
16llhSENDqTh1pL,23,930.9551975205541,854.2843851596117
16llhSENDqTh1pL,24,883.1676730280742,817.093673796393
16llhSENDqTh1pL,25,809.1756849547382,756.1319259253796
16llhSENDqTh1pL,26,739.3017617193982,685.1041450230405
16llhSENDqTh1pL,27,695.6726761711761,641.8542109979317
16llhSENDqTh1pL,28,655.7738989889622,623.7651468068361
16llhSENDqTh1pL,29,600.7567402491113,566.2084801805904
16llhSENDqTh1pL,30,557.3953159190714,528.381009619683
16llhSENDqTh1pL,31,523.6836666986346,481.35562362521887
16llhSENDqTh1pL,32,493.73797554150224,456.6558792628348
16llhSENDqTh1pL,33,462.5378925949335,436.4810756854713
16llhSENDqTh1pL,34,427.9421080868924,400.00518727267627
16llhSENDqTh1pL,35,404.9613962136209,377.20867624878883
16llhSENDqTh1pL,36,391.15572476387024,357.5315980017185
16llhSENDqTh1pL,37,373.7529883980751,355.5435860976577
16llhSENDqTh1pL,38,352.68967829085886,330.284744290635
16llhSENDqTh1pL,39,335.4321723729372,304.674122761935
16llhSENDqTh1pL,40,322.57428682316095,297.8852602215484
16llhSENDqTh1pL,41,313.57589722424746,294.84278306365013
16llhSENDqTh1pL,42,304.48481127619743,281.69789665192366
16llhSENDqTh1pL,43,293.7996029369533,281.0162561573088
16llhSENDqTh1pL,44,282.5897357650101,271.1889725588262
16llhSENDqTh1pL,45,275.4893784672022,261.1860879957676
16llhSENDqTh1pL,46,267.70128901395947,250.95850184652954
16llhSENDqTh1pL,47,260.8577840849757,249.02844296954572
16llhSENDqTh1pL,48,254.550162255764,239.3762256205082
